Date,Price,Open,High,Low,Vol.,Change %
07/12/2024,253.9,254.25,256.92,251.81,4.54M,-0.35%
07/11/2024,254.8,251.22,255.65,249.87,5.55M,1.72%
07/10/2024,250.49,247,250.56,245.9,4.09M,1.90%
07/09/2024,245.82,247.23,247.4,243.53,4.93M,-0.82%
07/08/2024,247.85,251.76,252.57,247.06,3.16M,-1.29%
07/05/2024,251.09,251,251.41,248.81,2.81M,0.44%
07/03/2024,250,248.5,250.98,248.18,2.03M,0.89%
07/02/2024,247.79,249.68,251.03,247.41,3.94M,-0.88%
07/01/2024,249.99,254.83,255.34,249.72,3.82M,-1.90%
06/28/2024,254.84,257.54,259.49,252.86,8.96M,-1.29%
06/27/2024,258.17,258,258.83,256.97,2.65M,0.13%
06/26/2024,257.83,256.65,258.17,254.68,2.80M,0.17%
06/25/2024,257.38,260.13,260.13,255.59,4.25M,-1.15%
06/24/2024,260.38,259,261.37,257.8,3.90M,0.38%
06/21/2024,259.39,258.28,261.46,255.61,8.43M,2.20%
06/20/2024,253.8,250.27,255.69,249.51,4.05M,1.20%
06/18/2024,250.79,253.95,254.35,249.35,2.96M,-1.07%
06/17/2024,253.51,252.3,254.52,251.88,2.53M,-0.03%
06/14/2024,253.58,252.86,253.62,250.61,2.81M,-0.05%
06/13/2024,253.7,253.59,254.74,251.18,3.15M,-0.31%
06/12/2024,254.48,254.88,256.31,253.41,3.17M,0.08%
06/11/2024,254.28,253.01,254.69,252.1,2.73M,0.19%
06/10/2024,253.81,256,256,253.15,2.87M,-0.94%
06/07/2024,256.21,260.07,261.39,255.34,2.29M,-1.73%
06/06/2024,260.72,260.91,261.79,258.93,3.35M,0.28%
06/05/2024,259.99,261.5,261.73,258.66,4.14M,-1.04%
06/04/2024,262.72,259.34,263.09,259.25,4.59M,1.14%
06/03/2024,259.75,257.93,259.95,255.6,4.34M,0.33%
05/31/2024,258.89,254.19,259.25,253.51,6.13M,2.71%
05/30/2024,252.07,250.61,252.96,250.1,3.60M,1.08%
05/29/2024,249.37,253.36,253.8,249.16,4.03M,-1.64%
05/28/2024,253.54,257.39,258.81,252.65,4.32M,-1.77%
05/24/2024,258.11,258.74,260.46,257.52,3.38M,0.07%
05/23/2024,257.93,265.13,265.62,257.6,5.64M,-2.95%
05/22/2024,265.77,265.87,266.82,264.55,1.91M,-0.04%
05/21/2024,265.87,268.51,269.08,265.44,2.36M,-0.75%
05/20/2024,267.87,271.74,272.13,267.28,2.65M,-1.66%
05/17/2024,272.38,274.06,274.06,270.92,2.45M,-0.41%
05/16/2024,273.51,274.51,275.56,272.92,2.34M,-0.13%
05/15/2024,273.87,271.11,274.37,270.23,2.98M,1.19%
05/14/2024,270.66,272.12,272.77,268.71,3.14M,-0.24%
05/13/2024,271.32,275.38,276.74,271.14,3.84M,-1.34%
05/10/2024,275,268.17,275.38,267.84,4.98M,2.63%
05/09/2024,267.95,268.46,268.48,267.02,3.14M,-0.20%
05/08/2024,268.49,267.5,268.93,266.06,3.26M,0.37%
05/07/2024,267.5,270.04,270.67,266.99,3.16M,-0.67%
05/06/2024,269.3,271.06,271.88,269.04,2.48M,-0.38%
05/03/2024,270.32,274.14,274.62,268.89,2.64M,-1.08%
05/02/2024,273.28,274.51,276.31,272.71,3.08M,-0.42%
05/01/2024,274.43,271.38,276.43,270.05,4.84M,0.51%
04/30/2024,273.04,264.33,276.87,262.63,6.89M,-0.19%
04/29/2024,273.55,273.83,274.43,272.6,3.19M,0.17%
04/26/2024,273.09,271.23,276.11,270.37,3.64M,-0.91%
04/25/2024,275.6,277.02,279.82,274.72,4.18M,-0.42%
04/24/2024,276.75,275.54,277.03,272.89,4.07M,-0.05%
04/23/2024,276.88,276.82,277.4,274.24,3.28M,0.47%
04/22/2024,275.58,273.75,276.5,272.32,3.13M,1.32%
04/19/2024,271.99,272.01,272.22,270.48,3.02M,0.37%
04/18/2024,270.98,270.98,271.29,268.85,3.40M,0.38%
04/17/2024,269.95,266.5,270.12,265.52,3.38M,1.70%
04/16/2024,265.43,266.13,266.99,265.15,2.91M,-0.30%
04/15/2024,266.23,267.86,268.52,266.05,3.69M,-0.43%
04/12/2024,267.39,267.91,268.23,266.58,2.71M,-0.46%
04/11/2024,268.62,269.5,269.88,267.15,2.52M,-0.02%
04/10/2024,268.67,266.97,268.99,265.11,3.82M,-0.29%
04/09/2024,269.44,266.22,269.67,265.5,3.94M,0.70%
04/08/2024,267.56,267.24,268.69,265.87,3.75M,0.33%
04/05/2024,266.69,269.42,270.62,266.36,6.82M,-1.26%
04/04/2024,270.09,276.24,276.24,269.92,4.10M,-1.98%
04/03/2024,275.54,276.57,277.96,275.15,2.75M,-0.79%
04/02/2024,277.74,280,280.48,277.45,2.91M,-0.89%
04/01/2024,280.22,281.5,281.55,278.64,2.41M,-0.61%
03/28/2024,281.95,282.25,283.38,281.25,3.45M,-0.02%
03/27/2024,282.02,278.1,282.3,278.1,2.60M,1.22%
03/26/2024,278.62,279.22,279.45,277.17,2.57M,0.00%
03/25/2024,278.62,280,280.58,277.64,2.99M,-1.42%
03/22/2024,282.63,283.88,284.39,282.12,2.56M,-0.32%
03/21/2024,283.53,284.5,285.58,282.64,3.65M,-0.32%
03/20/2024,284.45,283.5,284.6,281.37,2.87M,0.56%
03/19/2024,282.87,279.2,284.4,278.58,4.06M,1.54%
03/18/2024,278.58,279.47,280.3,278.07,3.32M,-0.20%
03/15/2024,279.14,281.89,284.23,278.38,5.07M,-0.92%
03/14/2024,281.73,282.42,282.52,277.83,4.66M,-0.40%
03/13/2024,282.86,292.26,293.47,282.6,5.44M,-3.89%
03/12/2024,294.31,295.68,296.36,293.54,2.23M,-0.17%
03/11/2024,294.82,292.15,295.45,291.87,2.89M,0.78%
03/08/2024,292.55,290.04,293.48,288.83,2.48M,0.49%
03/07/2024,291.11,294.2,294.92,291.03,2.24M,-0.62%
03/06/2024,292.93,293.33,295.14,292.15,2.35M,0.13%
03/05/2024,292.54,291.56,293.51,288.92,2.97M,0.55%
03/04/2024,290.94,289.37,291.24,288.5,2.83M,0.07%
03/01/2024,290.73,291.39,292.67,289.53,3.03M,-0.53%
02/29/2024,292.28,294.2,294.75,291.71,3.60M,-0.99%
02/28/2024,295.19,294.03,296.1,292.72,2.51M,0.49%
02/27/2024,293.76,296.8,296.8,293.32,2.81M,-1.13%
02/26/2024,297.12,298.21,298.68,296.4,2.60M,-0.21%
02/23/2024,297.75,296,298.74,295.07,2.20M,0.62%
02/22/2024,295.92,294,296.67,293.24,3.15M,0.68%
02/21/2024,293.91,293.09,295.2,292.25,2.08M,0.43%
02/20/2024,292.65,292,295.5,291.84,2.26M,0.22%
02/16/2024,292.02,290.79,293.7,289.26,2.84M,0.05%
02/15/2024,291.86,287.9,292.1,287.28,2.40M,1.28%
02/14/2024,288.17,287.32,288.32,286.59,2.14M,0.37%
02/13/2024,287.11,288.63,289.9,285.67,2.76M,-0.81%
02/12/2024,289.44,289,291.19,288.76,2.39M,-0.01%
02/09/2024,289.47,292.15,292.51,288.92,3.32M,-0.84%
02/08/2024,291.93,286.2,293.15,284.2,4.61M,1.60%
02/07/2024,287.33,285.05,290.53,284.11,3.95M,0.94%
02/06/2024,284.65,282.97,284.68,281.54,5.93M,-0.46%
02/05/2024,285.97,287.01,291.44,283.33,7.58M,-3.73%
02/02/2024,297.05,296.07,298.17,293.35,3.97M,-0.35%
02/01/2024,298.08,291.7,298.13,290.28,3.38M,1.83%
01/31/2024,292.72,295.9,297.44,291.65,3.48M,-0.66%
01/30/2024,294.65,292.14,294.92,290.2,2.52M,0.80%
01/29/2024,292.31,291.64,292.76,288.31,3.90M,0.02%
01/26/2024,292.26,295.33,295.98,291.7,4.21M,-1.67%
01/25/2024,297.21,300.74,301.31,296.09,3.22M,-1.08%
01/24/2024,300.44,300,302.04,299.31,3.21M,0.13%
01/23/2024,300.05,297.44,300.21,297.13,1.87M,0.55%
01/22/2024,298.41,300.95,302.39,297.74,3.25M,-0.71%
01/19/2024,300.53,298,301.08,296.52,4.25M,2.10%
01/18/2024,294.36,292.09,294.48,291.31,2.22M,1.10%
01/17/2024,291.16,290.14,292.34,290.13,2.01M,0.02%
01/16/2024,291.09,293.47,294.25,289.98,2.86M,-0.81%
01/12/2024,293.47,295.46,295.75,292.84,1.71M,-0.23%
01/11/2024,294.15,294.45,294.95,290.65,2.05M,0.02%
01/10/2024,294.09,291,294.39,290.87,2.20M,1.11%
01/09/2024,290.87,289.63,290.87,287.52,2.18M,-0.35%
01/08/2024,291.9,288.51,292,287.52,3.10M,1.01%
01/05/2024,288.99,289.21,290.33,287.2,3.41M,-0.94%
01/04/2024,291.74,295.32,297.27,290.92,4.62M,-0.90%
01/03/2024,294.39,297,297.99,294.25,3.11M,-0.89%
01/02/2024,297.04,295.05,297.28,295.05,4.46M,0.18%
12/29/2023,296.51,295.83,296.85,295.31,2.23M,0.23%
12/28/2023,295.84,294.47,296.47,294,1.91M,0.44%
12/27/2023,294.55,292.5,294.63,292.46,1.89M,0.58%
12/26/2023,292.86,291.22,293.05,290.89,1.38M,0.40%
12/22/2023,291.7,290.7,292.47,290.5,1.70M,0.11%
12/21/2023,291.39,290.57,291.53,289.29,2.31M,0.83%
12/20/2023,288.99,290.73,291.67,288.72,2.40M,-0.60%
12/19/2023,290.73,290.67,291.72,289.59,2.05M,0.17%
12/18/2023,290.23,288.65,290.59,287.56,2.49M,1.03%
12/15/2023,287.27,290.41,291.75,285.72,6.33M,-0.95%
12/14/2023,290.02,294.6,295.27,288.01,4.63M,-2.00%
12/13/2023,295.93,291.69,295.97,291.55,3.31M,1.55%
12/12/2023,291.42,289.12,291.7,288.51,2.25M,0.79%
12/11/2023,289.15,285.56,289.31,285.56,3.35M,1.27%
12/08/2023,285.53,287.33,287.89,285.05,3.62M,-0.44%
12/07/2023,286.79,287.49,288.15,285.64,3.13M,-0.02%
12/06/2023,286.86,286.73,287.37,283.4,2.77M,0.11%
12/05/2023,286.54,286.55,288.76,285.2,3.01M,0.14%
12/04/2023,286.13,284.99,287.4,284.99,3.52M,0.06%
12/01/2023,285.96,283.25,286.86,283,4.97M,1.46%
11/30/2023,281.84,280.42,282.28,278.06,5.03M,0.52%
11/29/2023,280.38,282.21,282.47,279.5,2.43M,-0.61%
11/28/2023,282.09,281.5,283.54,281.35,2.20M,0.09%
11/27/2023,281.84,282.66,283.9,281.09,3.70M,-0.25%
11/24/2023,282.54,282,282.59,281.03,1.22M,0.22%
11/22/2023,281.93,281.25,282.41,281.2,2.29M,0.52%
11/21/2023,280.47,279.87,280.67,278.43,2.94M,0.52%
11/20/2023,279.03,275.35,279.8,275.02,3.50M,1.19%
11/17/2023,275.75,276.55,277.12,275.15,2.60M,-0.13%
11/16/2023,276.12,271.07,276.16,271.03,3.59M,2.12%
11/15/2023,270.39,272.43,273.1,269.02,2.58M,-0.41%
11/14/2023,271.49,270,271.66,269.35,2.65M,0.85%
11/13/2023,269.2,267.4,269.72,267.26,2.59M,0.53%
11/10/2023,267.79,267.33,268.13,265.21,2.67M,0.33%
11/09/2023,266.91,268.24,268.34,265.94,2.50M,-0.22%
11/08/2023,267.49,268.83,270.06,267.28,2.22M,-0.44%
11/07/2023,268.67,268.8,269.79,268.11,2.36M,-0.09%
11/06/2023,268.91,268.01,269.11,267.3,3.09M,0.39%
11/03/2023,267.87,267.56,268.61,265.48,3.13M,0.38%
11/02/2023,266.85,263.59,267.42,263.51,4.11M,1.86%
11/01/2023,261.97,263,263.39,259.83,3.54M,-0.08%
10/31/2023,262.17,263.46,263.69,259.75,3.99M,0.78%
10/30/2023,260.15,260.1,262.06,254.6,6.31M,1.72%
10/27/2023,255.76,256.55,259.38,254.87,3.21M,-0.03%
10/26/2023,255.83,258.36,259.54,255.68,2.70M,-0.85%
10/25/2023,258.03,258.12,259.43,256.94,2.76M,0.30%
10/24/2023,257.27,254.68,257.76,254.68,2.47M,0.99%
10/23/2023,254.75,256.61,257.23,254.54,3.41M,-1.30%
10/20/2023,258.11,258.96,260.34,257.56,3.78M,-0.10%
10/19/2023,258.38,256.26,262.56,256.26,5.65M,0.92%
10/18/2023,256.03,252.85,257.09,252.34,4.56M,1.95%
10/17/2023,251.14,250.09,251.4,249.38,2.63M,0.48%
10/16/2023,249.94,249.22,250.49,248.07,2.77M,0.66%
10/13/2023,248.31,246.82,248.81,246,2.65M,0.86%
10/12/2023,246.19,251.69,252.15,245.88,3.53M,-1.89%
10/11/2023,250.92,252.59,252.69,249.39,2.92M,-0.24%
10/10/2023,251.52,251.72,253.43,250.5,3.13M,0.64%
10/09/2023,249.92,247.72,249.99,247.26,2.78M,0.68%
10/06/2023,248.22,250,250.82,245.73,5.13M,-1.59%
10/05/2023,252.23,256,257.85,251.58,3.80M,-1.40%
10/04/2023,255.81,255.33,256.25,254.01,2.82M,0.52%
10/03/2023,254.49,257.21,258.3,253.87,3.41M,-1.26%
10/02/2023,257.75,262,262.07,257.45,4.43M,-2.16%
09/29/2023,263.44,267.15,267.37,261.75,3.37M,-0.81%
09/28/2023,265.59,264.23,266.3,263.13,2.18M,0.74%
09/27/2023,263.64,267.72,267.94,262.29,2.73M,-1.52%
09/26/2023,267.72,268.82,269.3,266.58,2.25M,-0.76%
09/25/2023,269.78,270.45,271.76,268.91,1.90M,-0.90%
09/22/2023,272.22,271.4,273.64,270.83,1.96M,0.37%
09/21/2023,271.22,276.94,277.19,271.02,2.37M,-2.16%
09/20/2023,277.2,278.74,280.27,277.14,1.98M,-0.33%
09/19/2023,278.13,276.44,278.26,276.44,2.13M,0.15%
09/18/2023,277.72,278.72,280.27,276.93,2.88M,-0.18%
09/15/2023,278.23,283.86,283.86,277.73,5.73M,-2.29%
09/14/2023,284.76,283.33,285.6,282.57,2.22M,1.06%
09/13/2023,281.77,281.67,282.89,280.61,1.72M,0.38%
09/12/2023,280.71,279.49,281.49,277.68,1.45M,0.34%
09/11/2023,279.76,279.69,280.13,278.56,2.43M,0.19%
09/08/2023,279.22,278.08,280.35,277.85,2.35M,0.32%
09/07/2023,278.33,277.25,278.99,276.1,3.73M,1.05%
09/06/2023,275.44,278,278.65,275,2.71M,-1.33%
09/05/2023,279.16,281,281.64,279.06,2.41M,-0.63%
09/01/2023,280.94,282.54,283.14,279.13,2.14M,-0.07%
08/31/2023,281.15,283.21,283.8,280.88,2.98M,-1.09%
08/30/2023,284.24,283.8,285.98,283.29,2.41M,0.23%
08/29/2023,283.59,283.95,284.57,280.43,2.35M,-0.03%
08/28/2023,283.68,284.58,286.2,283.51,2.32M,-0.32%
08/25/2023,284.58,284.76,286.14,283.51,3.73M,0.79%
08/24/2023,282.35,281.74,284.75,281.74,2.01M,0.17%
08/23/2023,281.87,282.02,283.15,280.64,2.31M,0.56%
08/22/2023,280.31,280.76,280.82,279.09,2.05M,0.10%
08/21/2023,280.04,281.7,282.29,278.67,2.68M,-0.60%
08/18/2023,281.74,281.72,283.74,280.3,2.62M,-0.04%
08/17/2023,281.86,286.15,286.54,281.78,2.15M,-1.24%
08/16/2023,285.4,287.57,288.88,285.03,1.83M,-1.01%
08/15/2023,288.3,287.95,289.08,287.12,1.88M,-0.18%
08/14/2023,288.81,288.79,289.85,287.62,1.71M,0.07%
08/11/2023,288.62,287.25,288.96,286.76,1.76M,0.35%
08/10/2023,287.6,288.81,290.37,286.78,2.44M,-0.22%
08/09/2023,288.23,289,289.72,287.88,1.90M,-0.47%
08/08/2023,289.58,291.05,291.6,288.54,1.95M,-0.62%
08/07/2023,291.4,287.88,291.4,287.86,2.18M,1.53%
08/04/2023,287.02,292.41,292.82,286.76,2.52M,-1.37%
08/03/2023,291.02,288.8,291.27,288.65,1.91M,0.48%
08/02/2023,289.62,290.26,293.45,289.38,2.39M,-0.50%
08/01/2023,291.07,293,293.91,290.25,1.92M,-0.73%
07/31/2023,293.2,293.61,294.24,290.05,3.30M,-0.28%
07/28/2023,294.03,295.8,297.7,292.95,2.84M,-0.39%
07/27/2023,295.19,292,298.9,291.51,4.70M,1.18%
07/26/2023,291.75,292.25,292.58,289.5,2.90M,-0.21%
07/25/2023,292.36,294.2,294.93,291.65,2.78M,-1.00%
07/24/2023,295.31,296,296.95,294.86,2.03M,-0.10%
07/21/2023,295.61,297.66,299.35,295.32,2.84M,-0.51%
07/20/2023,297.13,294.31,297.56,294.11,2.10M,1.02%
07/19/2023,294.13,295,295.4,293.22,1.97M,0.11%
07/18/2023,293.82,294.47,295.75,292.46,1.99M,-0.29%
07/17/2023,294.68,295.08,296.86,294.55,1.67M,-0.09%
07/14/2023,294.94,295.25,296.05,294.01,1.55M,-0.09%
07/13/2023,295.22,295.39,296.66,295.01,1.66M,-0.13%
07/12/2023,295.61,296.83,297.1,295.2,2.16M,0.30%
07/11/2023,294.74,295.29,295.5,291.77,1.53M,0.08%
07/10/2023,294.49,292.4,295.62,292.33,1.70M,0.82%
07/07/2023,292.1,293.72,294.36,291.55,2.59M,-0.96%
07/06/2023,294.92,295.32,296.58,293.44,2.57M,-0.67%
07/05/2023,296.9,295.11,297.31,294.59,2.36M,0.70%
07/03/2023,294.84,297.79,298.4,294.8,1.60M,-1.20%
06/30/2023,298.41,295.14,299.1,294.89,2.64M,1.34%
06/29/2023,294.47,291.55,294.66,290.21,1.74M,0.94%
06/28/2023,291.74,291.45,291.82,289.05,1.67M,0.15%
06/27/2023,291.3,290.31,292.49,289.65,1.82M,0.76%
06/26/2023,289.09,289.64,289.75,287.07,1.85M,-0.28%
06/23/2023,289.91,291.35,292.45,289.64,3.72M,-1.16%
06/22/2023,293.3,294.62,295.08,291.52,1.80M,-0.41%
06/21/2023,294.52,293.32,295.16,292.81,2.84M,0.51%
06/20/2023,293.04,293.65,297.18,292.68,2.73M,-0.22%
06/16/2023,293.7,294.51,296.57,293.14,4.89M,0.37%
06/15/2023,292.61,289.65,293.48,288.26,2.62M,1.45%
06/14/2023,288.44,288.1,289.56,287.31,1.96M,-0.04%
06/13/2023,288.55,288.5,289.69,287.55,2.03M,-0.01%
06/12/2023,288.57,288.16,288.75,286.5,1.89M,0.62%
06/09/2023,286.79,285.52,287.28,284.74,1.98M,0.35%
06/08/2023,285.78,280.97,286.06,280,3.04M,1.38%
06/07/2023,281.9,284.45,284.74,281.31,3.61M,-0.93%
06/06/2023,284.54,289.86,290.23,281.98,2.77M,-1.35%
06/05/2023,288.43,290,290.8,288.03,2.10M,-0.51%
06/02/2023,289.91,286.7,290.2,286.14,2.87M,0.71%
06/01/2023,287.87,284.92,288.04,283.6,2.61M,0.97%
05/31/2023,285.11,284.88,285.7,283.35,3.10M,0.07%
05/30/2023,284.92,283.93,286.35,283.67,3.39M,-0.39%
05/26/2023,286.04,285.68,288.75,285.68,2.15M,0.18%
05/25/2023,285.52,286.79,286.91,284.71,2.75M,-0.14%
05/24/2023,285.92,286.45,287.11,284.58,2.26M,-0.16%
05/23/2023,286.37,288.15,288.5,285.44,2.94M,-1.03%
05/22/2023,289.35,295.55,296.64,289.14,2.51M,-2.10%
05/19/2023,295.55,293.84,296,292.47,2.37M,0.51%
05/18/2023,294.05,293.25,294.43,291.13,2.41M,0.20%
05/17/2023,293.46,295.52,295.52,292.65,2.80M,-0.23%
05/16/2023,294.15,295.94,296.19,293.98,2.86M,-0.59%
05/15/2023,295.9,295.77,296.64,294.66,1.70M,-0.08%
05/12/2023,296.14,295.19,296.43,294.31,1.80M,0.46%
05/11/2023,294.79,296.5,296.94,293.36,1.96M,-0.60%
05/10/2023,296.57,296.38,298,293.84,1.85M,-0.03%
05/09/2023,296.66,298.63,298.86,296.3,1.64M,-0.01%
05/08/2023,296.69,297.1,297.37,295.57,2.97M,0.03%
05/05/2023,296.6,295.77,297.02,294.46,1.82M,0.49%
05/04/2023,295.16,296.06,296.31,293.47,2.01M,-0.02%
05/03/2023,295.22,296.76,297.26,294.65,2.43M,-0.96%
05/02/2023,298.07,297.37,298.46,295.58,2.08M,0.16%
05/01/2023,297.58,295.72,298.8,295.65,2.12M,0.62%
04/28/2023,295.75,294.83,296.18,293.91,2.84M,0.35%
04/27/2023,294.72,290.72,295.05,290,3.14M,1.71%
04/26/2023,289.76,289.98,291.5,289.76,3.29M,-0.60%
04/25/2023,291.51,295,295,289.43,5.85M,-0.58%
04/24/2023,293.2,292.83,293.43,291.71,3.00M,0.39%
04/21/2023,292.06,292.32,292.53,290.51,2.17M,0.36%
04/20/2023,291,290.96,291.67,289.88,2.27M,-0.09%
04/19/2023,291.27,290.91,291.6,290.19,2.25M,0.12%
04/18/2023,290.91,289.4,291.19,289,2.09M,0.55%
04/17/2023,289.31,289.84,290.51,288.18,2.37M,0.11%
04/14/2023,288.98,289.29,289.94,287.62,2.05M,-0.03%
04/13/2023,289.07,286.57,289.54,286.11,3.23M,1.32%
04/12/2023,285.3,283.85,286.79,283.5,2.56M,0.29%
04/11/2023,284.48,283.17,285.54,282.75,2.73M,0.25%
04/10/2023,283.78,283.18,284.17,281.99,1.94M,0.31%
04/06/2023,282.89,282.43,283.49,281.57,1.73M,0.31%
04/05/2023,282.02,283.49,284.98,281.78,2.60M,-0.09%
04/04/2023,282.28,281.41,283.42,280.39,2.28M,0.05%
04/03/2023,282.14,280.99,282.87,279.68,2.35M,0.90%
03/31/2023,279.61,278.92,280.64,278.5,2.90M,0.66%
03/30/2023,277.79,277.26,278.4,276.5,1.79M,0.13%
03/29/2023,277.44,277,278.15,276.45,2.05M,0.58%
03/28/2023,275.85,273.99,276.22,273.51,2.04M,0.73%
03/27/2023,273.84,272,274.95,270.57,2.80M,0.93%
03/24/2023,271.33,270.37,271.83,268.84,2.23M,0.63%
03/23/2023,269.62,267.99,271.48,267.99,2.26M,0.65%
03/22/2023,267.87,270.04,271.98,267.71,2.24M,-0.87%
03/21/2023,270.21,270,270.87,267.62,3.12M,-0.20%
03/20/2023,270.74,267.84,271.38,267.84,2.11M,1.32%
03/17/2023,267.2,269.57,269.97,265.71,5.08M,-1.25%
03/16/2023,270.57,265.78,270.68,265.51,3.10M,1.59%
03/15/2023,266.34,264.58,266.41,262.57,3.42M,0.17%
03/14/2023,265.9,263.12,266.94,262.6,3.19M,1.07%
03/13/2023,263.08,260.37,267.4,260.37,3.55M,0.40%
03/10/2023,262.03,263.73,266.58,261.26,3.09M,0.15%
03/09/2023,261.63,267.09,267.61,260.86,2.34M,-1.39%
03/08/2023,265.33,265.86,266.16,263.14,2.31M,-0.67%
03/07/2023,267.13,271.52,273.15,266.82,2.77M,-1.30%
03/06/2023,270.64,269.15,270.78,268.9,2.22M,0.58%
03/03/2023,269.07,268.42,269.38,266.2,2.73M,0.56%
03/02/2023,267.57,262.45,268.46,262.31,2.39M,1.85%
03/01/2023,262.72,262.54,263.53,261.68,2.06M,-0.45%
02/28/2023,263.91,263.14,264.58,262.81,2.85M,-0.33%
02/27/2023,264.78,265.03,266.3,263.54,2.02M,0.42%
02/24/2023,263.68,265.91,266.28,262.25,2.65M,-1.16%
02/23/2023,266.78,267.7,267.87,263.96,4.22M,-0.69%
02/22/2023,268.64,268.2,270.48,267.66,2.19M,0.03%
02/21/2023,268.55,269.29,270.24,267.61,2.82M,-0.53%
02/17/2023,269.99,266.3,270,265.33,3.06M,1.56%
02/16/2023,265.83,265.07,267.71,263.28,2.79M,-0.27%
02/15/2023,266.56,266.27,267.68,265.15,1.86M,-0.02%
02/14/2023,266.61,266.65,267.52,264.59,2.20M,0.15%
02/13/2023,266.2,263.7,266.79,263,2.42M,1.44%
02/10/2023,262.42,260.87,262.69,260.29,3.05M,0.68%
02/09/2023,260.66,263.69,263.95,260.19,3.53M,-0.82%
02/08/2023,262.82,265.09,265.89,262.45,2.80M,-1.69%
02/07/2023,267.34,265.02,267.77,263.63,2.51M,-0.22%
02/06/2023,267.92,264.99,268.2,264.36,2.86M,1.40%
02/03/2023,264.23,262.63,265.22,261.35,3.01M,0.39%
02/02/2023,263.21,264.89,265.98,262.02,3.74M,-1.15%
02/01/2023,266.27,267.02,268.45,263.5,3.56M,-0.42%
01/31/2023,267.4,265.09,267.51,263.25,5.48M,-1.29%
01/30/2023,270.89,271.67,272.57,270.06,2.86M,-0.58%
01/27/2023,272.46,275,275.3,271.97,2.20M,-0.82%
01/26/2023,274.72,273,274.75,271.7,2.22M,0.63%
01/25/2023,273,270.33,273.07,268.82,3.10M,1.28%
01/24/2023,269.56,268.8,270.16,264.57,2.52M,0.10%
01/23/2023,269.29,268.84,271.17,267.76,2.43M,0.26%
01/20/2023,268.58,264.43,268.65,262.83,2.59M,1.90%
01/19/2023,263.58,266.72,269.14,263.53,2.85M,-0.92%
01/18/2023,266.04,273.51,274.37,265.72,3.28M,-2.94%
01/17/2023,274.11,270.02,275.39,270.02,3.64M,1.94%
01/13/2023,268.89,266.39,268.95,265.88,2.17M,0.82%
01/12/2023,266.69,269.5,269.92,266.19,1.93M,-0.79%
01/11/2023,268.81,269.52,269.73,266.96,2.39M,-0.04%
01/10/2023,268.91,266.98,269.1,266.96,1.72M,0.62%
01/09/2023,267.25,269.93,269.95,266.77,2.65M,-0.82%
01/06/2023,269.47,263.76,269.89,263.39,2.86M,2.79%
01/05/2023,262.16,264.76,264.76,261.38,1.95M,-0.84%
01/04/2023,264.39,266.25,266.55,262.89,2.58M,0.02%
01/03/2023,264.33,263.53,264.35,259.51,2.74M,0.30%
12/30/2022,263.53,265.2,265.38,261.4,1.72M,-0.90%
12/29/2022,265.93,265.94,267.81,264.88,1.39M,0.31%
12/28/2022,265.11,268,268.14,265.07,1.43M,-0.65%
12/27/2022,266.84,268.66,268.87,266.6,1.67M,-0.27%
12/23/2022,267.57,265.9,268.35,264.79,1.27M,0.68%
12/22/2022,265.77,267.27,268.12,263.65,2.37M,-0.89%
12/21/2022,268.16,267.48,269.94,267.31,2.37M,0.34%
12/20/2022,267.25,266.92,267.94,264.54,1.79M,0.53%
12/19/2022,265.83,266.25,268.42,264.67,2.16M,-0.11%
12/16/2022,266.12,270.41,271.02,265.76,5.93M,-2.06%
12/15/2022,271.73,273.79,274.38,269.21,2.74M,-1.02%
12/14/2022,274.53,275.22,277.08,272.3,2.66M,0.09%
12/13/2022,274.28,278.68,279.9,273.64,3.39M,-0.85%
12/12/2022,276.62,272.19,276.71,271.22,3.23M,1.68%
12/09/2022,272.04,273.61,274.16,271.72,1.68M,-0.49%
12/08/2022,273.39,271,273.57,270.62,3.02M,1.13%
12/07/2022,270.34,272.5,273.98,269.67,2.77M,-0.53%
12/06/2022,271.77,271.8,273.37,270.03,3.57M,0.07%
12/05/2022,271.59,271.02,272.57,270,2.59M,-0.66%
12/02/2022,273.4,269.81,273.45,269.62,2.81M,0.00%
12/01/2022,273.4,273.16,274.24,271.39,2.60M,0.22%
11/30/2022,272.79,269.62,273.31,268.83,5.20M,0.51%
11/29/2022,271.41,271,271.92,269.47,2.87M,-0.54%
11/28/2022,272.88,274.88,275.94,272.38,3.16M,-0.77%
11/25/2022,275,274.51,275.32,272.86,1.60M,0.63%
11/23/2022,273.27,275.55,275.65,272.88,2.51M,-0.54%
11/22/2022,274.76,275,275.3,274.3,2.77M,0.09%
11/21/2022,274.52,274.65,274.98,273.1,2.97M,0.42%
11/18/2022,273.37,273.92,275.1,272.12,2.70M,0.00%
11/17/2022,273.36,272.07,274.35,270.56,2.47M,0.31%
11/16/2022,272.51,268.92,274.43,268.92,4.13M,1.74%
11/15/2022,267.84,270.25,271.03,266.34,5.43M,-1.63%
11/14/2022,272.27,270.93,274.71,270.58,3.36M,0.32%
11/11/2022,271.39,276.33,277,269.18,4.74M,-1.63%
11/10/2022,275.88,281.49,281.67,272.58,4.51M,-0.69%
11/09/2022,277.79,278.51,280.25,277.68,2.61M,-0.22%
11/08/2022,278.4,276.86,279.52,276.5,2.63M,0.72%
