Date,Price,Open,High,Low,Vol.,Change %
06/30/2023,211.16,213.14,213.24,209.38,5.49M,-0.32%
06/29/2023,211.83,211.12,213.22,210.23,3.44M,0.53%
06/28/2023,210.72,211.21,212.19,209.45,4.28M,0.62%
06/27/2023,209.43,206.15,209.66,206.08,4.47M,1.87%
06/26/2023,205.58,206.11,207.09,204.66,3.44M,0.08%
06/23/2023,205.41,204.02,205.61,202.55,6.34M,-0.10%
06/22/2023,205.61,205.61,208.5,203.65,7.07M,-3.05%
06/21/2023,212.08,211.83,212.99,209.39,5.36M,-0.14%
06/20/2023,212.37,218.89,219.29,211.88,8.23M,-3.46%
06/16/2023,219.99,220.72,223.87,218.98,7.80M,0.26%
06/15/2023,219.41,217.17,220.61,215.31,5.00M,1.16%
06/14/2023,216.9,221.4,221.59,216.03,5.63M,-1.58%
06/13/2023,220.38,222.35,223.12,219.35,5.88M,-0.53%
06/12/2023,221.56,217.16,223.91,216.63,8.07M,1.96%
06/09/2023,217.31,217.99,219.16,215.69,5.30M,-0.37%
06/08/2023,218.11,212.34,220,212.05,9.36M,2.92%
06/07/2023,211.93,207.99,212.38,207.2,6.46M,2.24%
06/06/2023,207.29,208.37,211.68,200.61,10.96M,-0.71%
06/05/2023,208.78,213.28,213.28,207.5,5.78M,-2.13%
06/02/2023,213.32,210,215.24,210,7.49M,2.58%
06/01/2023,207.96,206.46,210.23,206,5.13M,1.10%
05/31/2023,205.7,203.5,206.19,200.91,5.46M,0.49%
05/30/2023,204.69,204.09,207.8,203.31,3.98M,0.52%
05/26/2023,203.63,201.6,204.8,201.18,3.82M,1.37%
05/25/2023,200.87,199.99,201.75,196.6,3.91M,0.80%
05/24/2023,199.27,201.32,201.32,197.5,4.37M,-1.64%
05/23/2023,202.6,204.58,207.49,202.45,4.01M,-1.61%
05/22/2023,205.91,205.51,206.98,203.9,3.09M,0.20%
05/19/2023,205.49,208.11,208.37,204.63,3.90M,-0.84%
05/18/2023,207.24,206.45,208.17,204.01,4.35M,0.18%
05/17/2023,206.87,202.71,208.58,202.71,6.64M,2.99%
05/16/2023,200.87,201.82,202.36,199.94,3.01M,-0.94%
05/15/2023,202.77,200.01,203.32,198.65,2.84M,1.03%
05/12/2023,200.7,201.84,203.11,198.82,3.17M,-0.56%
05/11/2023,201.84,199.39,202.55,198.07,3.32M,0.50%
05/10/2023,200.84,203.14,203.2,198.25,3.92M,-0.52%
05/09/2023,201.88,201.21,204.61,198.78,9.33M,2.34%
05/08/2023,197.26,199.16,199.66,196.4,4.68M,-0.54%
05/05/2023,198.34,198.09,199.04,196.76,3.87M,0.65%
05/04/2023,197.05,200.65,201.25,193.27,6.93M,-1.93%
05/03/2023,200.93,204.36,206.1,200.55,4.54M,-1.14%
05/02/2023,203.25,203,204.19,200.09,3.97M,-0.30%
05/01/2023,203.87,206.25,208.52,203.62,3.78M,-1.41%
04/28/2023,206.78,204.51,206.95,202.9,3.72M,0.36%
04/27/2023,206.04,204.65,209.09,203.53,5.11M,1.48%
04/26/2023,203.03,208.25,211.7,202.68,9.14M,0.42%
04/25/2023,202.19,204.54,204.94,201.12,4.70M,-1.74%
04/24/2023,205.77,204.87,206.5,203.25,3.06M,0.30%
04/21/2023,205.15,208,208.38,204.18,3.43M,-1.00%
04/20/2023,207.23,207.42,209.88,206.08,3.32M,-0.71%
04/19/2023,208.71,207.12,210.87,206.94,4.76M,0.16%
04/18/2023,208.37,205.5,208.94,203.72,7.45M,1.63%
04/17/2023,205.03,202,206.1,200.8,6.31M,1.65%
04/14/2023,201.71,202.59,204.28,198.15,19.07M,-5.56%
04/13/2023,213.59,213,213.68,211.49,4.50M,0.59%
04/12/2023,212.34,213.66,214.3,210.13,4.60M,0.01%
04/11/2023,212.32,213.29,214.5,211.86,5.28M,0.73%
04/10/2023,210.78,211,214.1,209.73,3.73M,-0.28%
04/06/2023,211.37,210,212.37,208.22,5.62M,0.65%
04/05/2023,210,212.23,214.23,208.67,4.14M,-1.82%
04/04/2023,213.9,212,213.99,209.12,6.19M,-0.69%
04/03/2023,215.39,212.8,218.57,212.53,6.09M,1.39%
03/31/2023,212.43,211.75,214.8,211.39,5.15M,0.66%
03/30/2023,211.04,208.97,212.87,206.52,6.58M,1.48%
03/29/2023,207.97,206.5,208.65,205.88,3.57M,1.47%
03/28/2023,204.96,200.82,206.3,200.49,5.46M,2.19%
03/27/2023,200.57,198.63,201.55,198.63,3.89M,1.54%
03/24/2023,197.53,195.5,197.57,193.92,4.51M,-0.19%
03/23/2023,197.9,197.9,201.5,195.14,6.27M,0.89%
03/22/2023,196.16,203.68,203.83,196.01,7.31M,-4.17%
03/21/2023,204.7,207.3,207.86,203.89,4.67M,-0.03%
03/20/2023,204.77,201.12,205.87,200.87,4.76M,1.85%
03/17/2023,201.05,201.35,202.83,199,9.86M,-1.05%
03/16/2023,203.19,196.21,203.91,194.43,6.75M,2.51%
03/15/2023,198.21,201.92,202.21,192.41,10.89M,-4.38%
03/14/2023,207.28,207.53,213.56,205,8.25M,1.92%
03/13/2023,203.37,200.2,207.08,197.11,6.67M,0.15%
03/10/2023,203.07,201.43,205,197.79,8.55M,0.91%
03/09/2023,201.24,208.32,209.02,200.3,4.28M,-2.88%
03/08/2023,207.2,208.25,208.88,205.94,2.41M,-0.35%
03/07/2023,207.92,211.31,213.18,207.77,4.62M,-1.89%
03/06/2023,211.92,214.12,214.75,209.6,7.00M,-1.48%
03/03/2023,215.11,210.25,216.12,209.4,7.50M,2.40%
03/02/2023,210.06,203.78,210.33,203.15,5.45M,2.69%
03/01/2023,204.55,201.47,205.43,200.85,4.40M,1.49%
02/28/2023,201.55,201,202.38,199.32,3.59M,0.54%
02/27/2023,200.46,199.87,203.13,199.06,4.32M,1.17%
02/24/2023,198.15,200,201.7,197.36,9.66M,-4.80%
02/23/2023,208.13,207.45,209.69,205.76,4.14M,1.15%
02/22/2023,205.76,205.31,207.66,204.65,2.92M,0.12%
02/21/2023,205.52,208.99,210.84,205.05,4.66M,-2.90%
02/17/2023,211.66,211.21,211.76,207.62,4.99M,-0.26%
02/16/2023,212.21,215,216.52,212.17,4.39M,-2.41%
02/15/2023,217.44,217.16,218.25,214.6,4.85M,-0.46%
02/14/2023,218.45,214.02,221.33,213.15,10.03M,1.30%
02/13/2023,215.65,213.6,216.35,211.5,5.19M,1.30%
02/10/2023,212.89,212.01,214.5,210.5,4.86M,0.42%
02/09/2023,211.99,214.46,215.45,210.06,5.02M,-0.71%
02/08/2023,213.5,213.07,215.77,211.78,4.23M,-0.59%
02/07/2023,214.76,208.04,215.15,206.92,7.31M,3.84%
02/06/2023,206.81,205.19,208.21,203.69,3.90M,0.39%
02/03/2023,206.01,207.71,210.75,205.62,5.40M,-1.59%
02/02/2023,209.34,215.15,215.29,208.3,6.51M,-2.52%
02/01/2023,214.75,212.11,218.97,211.9,8.46M,0.82%
01/31/2023,213,210.15,213.11,208.24,5.16M,1.59%
01/30/2023,209.67,209.19,211.36,207.71,6.07M,-0.71%
01/27/2023,211.17,211.32,212.88,209.42,5.24M,-0.73%
01/26/2023,212.73,213.48,213.79,207.2,7.29M,0.02%
01/25/2023,212.68,205.8,214.75,203.11,16.11M,0.33%
01/24/2023,211.98,205,212.15,205,4.75M,0.96%
01/23/2023,209.97,208.36,211.09,206.99,5.48M,1.55%
01/20/2023,206.76,207.47,207.99,204.78,5.48M,-0.16%
01/19/2023,207.09,206.77,209.67,204.82,5.81M,-1.11%
01/18/2023,209.41,212.9,213.42,209.2,5.40M,-0.95%
01/17/2023,211.41,212.71,213.34,209.07,6.15M,-1.27%
01/13/2023,214.13,212,216.64,211.58,6.21M,-0.09%
01/12/2023,214.32,209.58,214.92,207.37,8.21M,3.02%
01/11/2023,208.03,209.87,210.47,206.69,7.19M,0.65%
01/10/2023,206.69,203.9,209.6,203.46,8.18M,-0.90%
01/09/2023,208.57,212.36,213.88,207.91,9.01M,-2.08%
01/06/2023,213,205.3,213.04,203.55,11.26M,3.91%
01/05/2023,204.99,201.72,204.99,200.78,6.91M,0.66%
01/04/2023,203.64,195.18,203.76,195.18,9.75M,4.22%
01/03/2023,195.39,192.95,197.18,192.4,8.62M,2.57%
12/30/2022,190.49,187.5,190.65,187.04,4.01M,0.84%
12/29/2022,188.91,189,190.25,186.19,4.52M,0.28%
12/28/2022,188.38,189.32,191.32,187.43,4.43M,-0.54%
12/27/2022,189.4,189.58,192.44,187.62,5.01M,0.18%
12/23/2022,189.06,188.25,189.43,184.72,3.98M,0.43%
12/22/2022,188.25,193.82,194.17,185.67,6.93M,-3.95%
12/21/2022,196,190.04,196.4,189.72,9.18M,4.09%
12/20/2022,188.29,186.18,189.91,185.74,6.16M,1.41%
12/19/2022,185.68,184.92,188.04,184.71,6.61M,0.53%
12/16/2022,184.7,182.79,186.61,181.29,7.91M,0.53%
12/15/2022,183.72,186.25,187.98,181.28,5.35M,-2.41%
12/14/2022,188.25,187.33,189.67,185.41,5.81M,0.60%
12/13/2022,187.13,191.11,191.11,184.85,10.98M,0.46%
12/12/2022,186.27,180.8,186.69,180.5,8.10M,3.75%
12/09/2022,179.54,180.75,183.89,179.25,6.36M,0.26%
12/08/2022,179.08,179.32,184.88,178.61,6.71M,1.46%
12/07/2022,176.5,176.28,178.43,174.62,5.87M,-1.08%
12/06/2022,178.43,184.01,184.79,177.01,8.24M,-3.60%
12/05/2022,185.1,182,188.45,180.8,10.46M,1.22%
12/02/2022,182.87,173.12,183.45,172.85,10.56M,4.03%
12/01/2022,175.78,178.88,179.7,174.69,4.52M,-1.73%
11/30/2022,178.88,178,179.98,174.2,6.78M,2.03%
11/29/2022,175.32,172.88,175.95,172.56,5.08M,2.03%
11/28/2022,171.83,176.17,177.14,171.7,5.36M,-3.66%
11/25/2022,178.36,174.35,178.46,174.03,3.48M,2.01%
11/23/2022,174.85,172.09,175,171.77,3.52M,1.36%
11/22/2022,172.5,173.65,174.99,171,4.37M,-0.25%
11/21/2022,172.94,172.53,174.72,171.12,3.50M,-0.55%
11/18/2022,173.89,173.98,175.19,171.53,4.69M,0.64%
11/17/2022,172.78,169.3,173.15,168.52,4.88M,0.05%
11/16/2022,172.69,174.11,174.79,171.85,4.44M,-1.52%
11/15/2022,175.35,175.49,176.69,172.75,7.21M,1.04%
11/14/2022,173.55,176.5,178.19,173.5,5.60M,-2.22%
11/11/2022,177.49,176.4,178.03,172.99,8.89M,-0.05%
11/10/2022,177.58,172.14,179.32,171.75,12.37M,5.24%
11/09/2022,168.74,169.29,171.62,166.86,8.89M,-0.52%
11/08/2022,169.62,166,170.55,164.91,11.27M,2.86%
11/07/2022,164.91,161.4,166.7,160.63,10.22M,3.06%
11/04/2022,160.01,156.66,160.98,154.49,9.40M,2.08%
11/03/2022,156.75,148.79,158.69,147.5,16.21M,6.34%
11/02/2022,147.41,142.12,153.59,141.54,20.24M,2.81%
11/01/2022,143.38,143.99,145.25,141.84,5.76M,0.61%
10/31/2022,142.51,141.88,144.45,139.52,6.21M,-0.92%
10/28/2022,143.84,141.16,144.73,139.93,7.94M,2.92%
10/27/2022,139.76,137.1,143.1,136.62,13.75M,4.46%
10/26/2022,133.79,147.05,150.14,132.21,29.46M,-8.77%
10/25/2022,146.65,142.09,146.88,141.88,6.52M,3.24%
10/24/2022,142.05,142.85,142.88,139.28,5.18M,0.52%
10/21/2022,141.32,138.48,141.33,136.62,5.45M,1.57%
10/20/2022,139.13,138.36,141.88,138.36,4.33M,0.53%
10/19/2022,138.39,137.17,141.2,136.63,6.32M,0.76%
10/18/2022,137.34,139,139.42,135.22,6.15M,0.92%
10/17/2022,136.09,136.98,137.28,133.26,9.07M,2.21%
10/14/2022,133.15,135.59,136.41,131.37,6.10M,0.57%
10/13/2022,132.4,126.5,134.7,124.17,7.84M,1.52%
10/12/2022,130.42,128.43,131.34,127.86,6.39M,-0.87%
10/11/2022,131.57,132.96,135.36,129.51,8.51M,-0.25%
10/10/2022,131.9,131.42,135.74,130.2,6.83M,1.63%
10/07/2022,129.79,130.36,130.61,128.02,5.10M,-1.82%
10/06/2022,132.2,131.13,133.31,129.74,4.45M,0.07%
10/05/2022,132.11,130.28,133.55,128.26,6.27M,-1.05%
10/04/2022,133.51,129.4,133.57,129.33,7.24M,5.92%
10/03/2022,126.05,122,127.15,121.02,7.96M,4.10%
09/30/2022,121.08,123.14,125.47,120.99,8.38M,-3.39%
09/29/2022,125.33,131.2,131.61,123.8,8.91M,-6.08%
09/28/2022,133.44,128.04,133.89,127.4,10.26M,4.65%
09/27/2022,127.51,129.32,130.45,125.6,6.68M,0.13%
09/26/2022,127.34,129.77,132.45,126.88,7.10M,-2.99%
09/23/2022,131.26,135.65,136.18,129.5,8.93M,-5.37%
09/22/2022,138.71,143.13,143.7,138.29,6.31M,-3.20%
09/21/2022,143.29,146.77,149.87,143.21,6.24M,-1.82%
09/20/2022,145.94,145.26,147.67,143.9,6.74M,0.73%
09/19/2022,144.88,142.62,146.99,142.35,5.15M,0.41%
09/16/2022,144.29,145.23,145.63,141.35,10.31M,-3.67%
09/15/2022,149.78,147.88,153.45,147.28,9.79M,0.35%
09/14/2022,149.26,146.9,149.7,144.3,8.48M,1.32%
09/13/2022,147.31,153.6,155.19,147.13,8.72M,-7.19%
09/12/2022,158.72,158.46,160.97,157.45,5.36M,0.76%
09/09/2022,157.52,158,159.75,156.95,5.78M,-0.17%
09/08/2022,157.79,155,158.3,153.84,4.95M,1.18%
09/07/2022,155.95,151.26,156.35,150.87,5.30M,2.34%
09/06/2022,152.39,152.39,154.48,150.46,5.21M,0.38%
09/02/2022,151.82,155.19,156.99,151.48,5.26M,-1.20%
09/01/2022,153.66,158,158.9,150.82,7.65M,-4.11%
08/31/2022,160.25,163,163.55,160.14,4.12M,-1.21%
08/30/2022,162.21,167.27,169.92,160.72,6.25M,-1.94%
08/29/2022,165.42,162.28,166.9,162.2,4.73M,0.54%
08/26/2022,164.53,170,171.37,164.27,4.96M,-2.86%
08/25/2022,169.38,164.56,169.65,163.7,4.95M,3.53%
08/24/2022,163.6,162.27,164.14,161.38,4.21M,2.21%
08/23/2022,160.07,159.14,161.69,159.08,3.43M,0.69%
08/22/2022,158.98,159.4,160.27,157.91,5.31M,-2.42%
08/19/2022,162.92,166.33,166.84,162.58,5.74M,-3.42%
08/18/2022,168.69,167.2,169.18,165.77,4.40M,0.89%
08/17/2022,167.2,169.61,169.85,166.09,6.53M,-2.84%
08/16/2022,172.08,170,173.85,169.15,5.26M,0.94%
08/15/2022,170.47,169.29,172.55,168.32,4.73M,0.28%
08/12/2022,169.99,168.39,170.11,167.57,4.35M,1.26%
08/11/2022,167.88,170.5,171.76,167.05,5.00M,-0.67%
08/10/2022,169.02,168.35,171.14,167.25,7.18M,2.53%
08/09/2022,164.85,166.51,166.51,163.45,6.06M,-0.63%
08/08/2022,165.89,166.41,171.09,164.71,11.31M,0.52%
08/05/2022,165.04,164.4,167.07,163.93,4.71M,-0.88%
08/04/2022,166.5,165.77,168.12,164.41,5.04M,-0.08%
08/03/2022,166.64,164.51,167.52,162.33,6.71M,2.06%
08/02/2022,163.28,167,167.32,163.14,10.87M,-3.42%
08/01/2022,169.07,165.95,171.76,164.25,18.32M,6.13%
07/29/2022,159.31,157.95,159.84,155.54,5.74M,0.14%
07/28/2022,159.09,154.02,160.1,153.03,8.73M,1.92%
07/27/2022,156.09,161.12,162.74,152.8,16.36M,0.11%
07/26/2022,155.92,155.24,158.18,154.5,6.05M,-0.46%
07/25/2022,156.64,156.94,157.31,152.84,5.76M,-0.96%
07/22/2022,158.16,161.8,163.34,157.77,7.59M,-2.01%
07/21/2022,161.41,158.89,161.66,156.19,8.04M,1.91%
07/20/2022,158.38,156,159.4,154.26,8.67M,1.44%
07/19/2022,156.13,149.61,156.28,148.97,14.18M,5.69%
07/18/2022,147.72,153.31,155.94,147.2,13.95M,-0.01%
07/15/2022,147.74,149.17,149.74,144.65,7.91M,0.40%
07/14/2022,147.15,141.11,147.49,140.61,9.46M,2.22%
07/13/2022,143.95,142.78,146.41,142.18,9.04M,-2.17%
07/12/2022,147.15,136.86,149.32,136.81,18.60M,7.42%
07/11/2022,136.99,137.77,139.24,134.89,6.18M,-1.50%
07/08/2022,139.07,139.7,140.74,137.37,5.66M,-0.64%
07/07/2022,139.97,137.93,142.28,137.9,7.67M,2.69%
07/06/2022,136.31,137.54,138.71,134.46,6.61M,-1.01%
07/05/2022,137.7,136.25,138.07,131.29,10.07M,-1.53%
07/01/2022,139.84,135.88,141.79,135.4,7.63M,2.28%
06/30/2022,136.72,134.3,137.49,131.6,8.46M,-1.25%
06/29/2022,138.45,138.61,138.92,134.84,7.49M,-0.18%
06/28/2022,138.7,140.89,147.18,138.54,12.14M,-0.01%
06/27/2022,138.72,140.28,140.57,136.22,8.46M,-1.99%
06/24/2022,141.53,135.01,141.87,134.95,13.63M,5.64%
06/23/2022,133.97,136.42,137.42,130.09,10.75M,-2.33%
06/22/2022,137.16,134.03,138.79,133.28,7.72M,0.30%
06/21/2022,136.75,139.17,140.94,135.84,10.52M,-0.04%
06/17/2022,136.8,132.25,138.98,131.5,16.04M,2.58%
06/16/2022,133.36,131.7,135.34,131.26,19.54M,-0.27%
06/15/2022,133.72,124.35,134.99,123.83,26.00M,9.46%
06/14/2022,122.16,116.65,122.19,113.02,17.55M,5.44%
06/13/2022,115.86,123,123.25,114.14,16.78M,-8.77%
06/10/2022,127,130.27,132.19,126.85,7.78M,-5.03%
06/09/2022,133.73,139.35,139.66,133.7,6.02M,-4.23%
06/08/2022,139.63,139.13,142.21,138.44,5.83M,-0.85%
06/07/2022,140.82,137.49,141.24,135.91,5.44M,1.13%
06/06/2022,139.24,139.99,141.14,136.83,6.35M,-0.01%
06/03/2022,139.25,138.52,140.7,137.59,10.09M,-0.89%
06/02/2022,140.5,132.14,140.55,131.87,12.78M,7.54%
06/01/2022,130.65,133,134.33,127.01,9.99M,-0.57%
05/31/2022,131.4,131.03,132.99,128.86,7.95M,-0.63%
05/27/2022,132.23,128.77,132.23,128.32,7.26M,3.52%
05/26/2022,127.73,123.1,128.84,122.74,8.33M,4.65%
05/25/2022,122.06,119.17,122.59,118.76,7.71M,2.23%
05/24/2022,119.4,122.44,122.7,117.29,9.09M,-3.76%
05/23/2022,124.07,121.7,124.48,120.34,9.34M,2.79%
05/20/2022,120.7,128.77,128.85,117.08,18.82M,-5.07%
05/19/2022,127.14,124.4,128.4,123.7,8.08M,1.29%
05/18/2022,125.52,130.34,132.1,124.36,9.57M,-4.95%
05/17/2022,132.05,126.91,132.83,125.79,12.15M,6.45%
05/16/2022,124.05,127.05,131.12,122.35,10.63M,-2.48%
05/13/2022,127.2,124.98,130.8,122.38,20.89M,3.30%
05/12/2022,123.14,126.89,128.53,120.28,15.89M,-4.83%
05/11/2022,129.39,132.95,138.96,129.11,11.39M,-2.68%
05/10/2022,132.95,136.76,137.84,130.33,11.78M,-0.27%
05/09/2022,133.31,146,146.95,132.65,12.59M,-10.47%
05/06/2022,148.9,149.96,150.9,145.85,7.70M,-1.04%
05/05/2022,150.47,155.69,157.99,149.05,7.95M,-4.14%
05/04/2022,156.97,152.91,157.14,150.77,9.55M,2.21%
05/03/2022,153.58,149.09,154.45,147.91,10.15M,3.34%
05/02/2022,148.61,148.02,149.45,143.38,12.40M,-0.15%
04/29/2022,148.84,153.44,157.03,148.52,10.90M,-3.49%
04/28/2022,154.22,156.61,156.79,149,13.52M,-0.16%
04/27/2022,154.46,161.25,161.25,146,40.37M,-7.53%
04/26/2022,167.04,174.76,174.87,166.85,9.28M,-5.04%
04/25/2022,175.91,174.51,176.08,172.45,6.29M,-0.57%
04/22/2022,176.92,180.78,182.67,176.5,6.37M,-2.26%
04/21/2022,181.02,188.73,189.85,180.55,7.45M,-1.38%
04/20/2022,183.55,187.24,187.34,182.86,6.82M,-1.31%
04/19/2022,185.98,180.36,187.61,180.28,7.49M,3.41%
04/18/2022,179.85,181.45,182.46,178.55,5.04M,-1.15%
04/14/2022,181.94,182.75,185.54,181.64,5.14M,-0.51%
04/13/2022,182.87,176.96,183.46,176.96,7.40M,3.74%
04/12/2022,176.28,175.5,178.5,174.53,6.13M,0.71%
04/11/2022,175.03,173.84,179.67,173.4,6.00M,-0.10%
04/08/2022,175.2,176.54,178.13,174.24,6.52M,-1.56%
04/07/2022,177.97,178.13,178.66,173.87,7.52M,-0.42%
04/06/2022,178.72,180.4,180.57,176.58,8.17M,-2.15%
04/05/2022,182.65,189.7,192.35,182.52,9.37M,-4.46%
04/04/2022,191.18,190.02,191.84,186.91,7.80M,0.22%
04/01/2022,190.76,192.58,192.62,188.78,4.86M,-0.39%
03/31/2022,191.5,195,197.58,191.45,6.45M,-1.75%
03/30/2022,194.91,192.32,197.45,191.36,9.96M,0.57%
03/29/2022,193.8,191.62,196.36,191.2,8.44M,3.00%
03/28/2022,188.16,188.43,189.26,184.47,6.90M,-0.42%
03/25/2022,188.95,187.76,191.7,186.93,6.37M,-0.05%
03/24/2022,189.05,186.35,189.19,184.72,7.09M,1.62%
03/23/2022,186.04,189.67,190.16,185.03,8.30M,-2.62%
03/22/2022,191.04,185.24,192.86,184.52,14.38M,2.76%
03/21/2022,185.9,184.4,187.26,180.61,27.37M,-3.59%
03/18/2022,192.83,192.07,193.38,190.1,12.85M,1.39%
03/17/2022,190.19,186.36,190.24,185.27,8.13M,0.63%
03/16/2022,188.99,183.39,189.6,182.3,12.08M,5.06%
03/15/2022,179.89,176.3,180.5,175.6,8.05M,2.49%
03/14/2022,175.52,175.88,178.23,172.57,8.14M,-0.40%
03/11/2022,176.23,183.59,184.86,175.95,9.37M,-1.21%
03/10/2022,178.39,175.76,182.02,175.39,8.36M,-0.10%
03/09/2022,178.56,179.8,182.87,177.41,10.06M,2.74%
03/08/2022,173.8,169.73,180.82,167.58,13.72M,2.74%
03/07/2022,169.17,181.03,182.72,169.06,12.85M,-6.45%
03/04/2022,180.84,187.37,188.32,178.97,13.10M,-4.24%
03/03/2022,188.85,197.94,198.5,188.71,12.42M,-4.53%
03/02/2022,197.81,196.27,199.85,194.64,7.46M,1.49%
03/01/2022,194.91,203.11,203.5,192.93,11.80M,-5.08%
02/28/2022,205.34,198.58,207.31,196.75,9.86M,1.92%
02/25/2022,201.48,201.09,204.07,199.1,8.73M,1.54%
02/24/2022,198.43,189.29,198.85,186.88,12.21M,1.02%
02/23/2022,196.42,201.13,203.25,195.91,7.33M,-1.17%
02/22/2022,198.74,205,206.9,197.82,10.38M,-4.92%
02/18/2022,209.03,212.56,214.73,208.6,6.97M,-2.13%
02/17/2022,213.58,218.47,218.58,212.67,6.18M,-2.44%
02/16/2022,218.93,216.1,219.68,215.28,5.70M,0.55%
02/15/2022,217.73,214.84,219.54,213.69,10.46M,3.66%
02/14/2022,210.04,213,215.63,208.76,6.48M,-1.06%
02/11/2022,212.3,217.87,221.42,210.27,11.44M,-2.95%
02/10/2022,218.75,213.71,223.23,213.69,11.70M,1.34%
02/09/2022,215.86,214.91,217.04,213.3,7.59M,1.21%
02/08/2022,213.27,212.68,213.87,209.69,7.36M,0.64%
02/07/2022,211.92,205.79,214.37,205.42,11.82M,2.65%
02/04/2022,206.45,205,208.25,203.1,5.95M,0.03%
02/03/2022,206.39,206.06,209.1,204.26,7.05M,-0.54%
02/02/2022,207.52,205.43,208.39,203.21,7.84M,-0.39%
02/01/2022,208.34,202.48,208.89,200.5,12.27M,4.05%
01/31/2022,200.24,190.73,200.34,190,15.50M,5.07%
01/28/2022,190.57,188.78,190.72,183.77,10.97M,0.43%
01/27/2022,189.75,196.38,199.71,188.64,12.67M,-2.33%
01/26/2022,194.27,206.21,206.21,191.92,19.97M,-4.82%
01/25/2022,204.1,200.1,205.63,197.55,8.82M,-0.05%
01/24/2022,204.2,199.85,204.8,192.51,13.81M,-0.60%
01/21/2022,205.44,213.79,213.79,204.57,11.55M,-4.09%
01/20/2022,214.19,217.38,221.95,213.42,7.64M,-1.33%
01/19/2022,217.08,225.1,225.42,216.94,9.38M,-3.52%
01/18/2022,225.01,224.5,229.67,224.26,8.95M,-0.42%
01/14/2022,225.96,222.16,226.2,220.25,8.05M,0.92%
01/13/2022,223.9,222.25,226.89,220.05,17.63M,2.97%
01/12/2022,217.45,217.09,221.24,216.3,9.13M,0.66%
01/11/2022,216.02,209,217.03,208.41,8.10M,3.21%
01/10/2022,209.31,214.26,215.28,207.13,8.23M,-2.87%
01/07/2022,215.5,212.98,218.32,212.38,9.53M,1.97%
01/06/2022,211.34,214.64,216,207.86,7.14M,-0.81%
01/05/2022,213.07,216.64,218.93,211.81,11.56M,-0.26%
01/04/2022,213.63,211.3,214.56,209.78,11.41M,2.78%
01/03/2022,207.86,204,210.55,203.34,9.07M,3.25%
12/31/2021,201.32,202.2,203.69,200.03,8.05M,-0.69%
12/30/2021,202.71,203,206,202.6,7.01M,-0.47%
12/29/2021,203.66,205.36,205.41,202.6,6.12M,-1.20%
12/28/2021,206.13,202.23,208.94,201.65,8.89M,1.46%
12/27/2021,203.17,201.99,203.43,199.1,7.83M,-0.51%
12/23/2021,204.22,202.13,205.13,201.32,7.42M,1.25%
12/22/2021,201.69,199.46,202.93,197.94,8.15M,1.09%
12/21/2021,199.52,190.28,199.69,190.04,12.08M,5.86%
12/20/2021,188.48,188.11,190.36,185.26,10.26M,-2.15%
12/17/2021,192.63,190.27,194.77,187.88,12.64M,0.96%
12/16/2021,190.79,197,198.32,190.44,8.22M,-2.37%
12/15/2021,195.43,195.28,196.58,190.32,10.54M,-0.04%
12/14/2021,195.5,195.6,200.5,195.18,8.45M,-0.96%
12/13/2021,197.4,202.5,202.81,195.55,10.62M,-3.74%
12/10/2021,205.06,208.81,209,203.48,6.04M,-1.20%
12/09/2021,207.56,207.53,208.54,205.2,7.01M,-1.64%
12/08/2021,211.03,209.18,212.68,207.71,6.99M,1.05%
12/07/2021,208.83,207.06,211.65,206.38,10.39M,1.43%
12/06/2021,205.88,199.77,206.42,199.2,11.59M,3.72%
12/03/2021,198.49,198.7,199.9,195.42,10.74M,-1.92%
12/02/2021,202.38,196.8,202.54,192.41,20.44M,7.54%
12/01/2021,188.19,200.81,201.62,188,13.32M,-4.88%
11/30/2021,197.85,196.02,198.82,193.85,12.64M,-0.33%
11/29/2021,198.5,201.87,204.28,195.33,12.28M,-0.36%
11/26/2021,199.21,197.57,199.42,194,17.64M,-5.41%
11/24/2021,210.6,207.52,211.22,206.87,5.44M,0.70%
11/23/2021,209.13,211.5,212.99,207.77,8.88M,-0.37%
11/22/2021,209.9,215,215.02,208.95,10.76M,-1.98%
11/19/2021,214.13,225.07,225.33,213.23,20.84M,-5.77%
11/18/2021,227.25,230.3,231.5,224.95,10.98M,0.28%
11/17/2021,226.62,229.54,231.32,224.2,10.75M,0.36%
11/16/2021,225.8,232.94,232.95,225.51,10.12M,-3.13%
11/15/2021,233.09,227.37,233.94,226.92,21.92M,5.49%
11/12/2021,220.96,219.72,223.75,218.9,6.42M,0.72%
11/11/2021,219.38,220.5,222.65,218.9,6.57M,0.40%
11/10/2021,218.5,219.36,225.68,217.27,8.20M,-1.04%
11/09/2021,220.79,222.49,222.85,217.54,6.86M,-0.85%
11/08/2021,222.68,225.24,226.99,222.11,9.46M,-0.79%
11/05/2021,224.46,217.7,224.58,217.7,16.94M,5.37%
11/04/2021,213.03,213.8,214.82,211.87,5.85M,-0.16%
11/03/2021,213.38,211.47,213.76,210.87,4.64M,0.29%
11/02/2021,212.77,213.83,215.72,210.7,6.16M,-0.84%
11/01/2021,214.58,207,214.69,206.81,9.28M,3.65%
10/29/2021,207.03,206.84,208.24,205.29,8.56M,-0.39%
10/28/2021,207.85,206,208.74,204.6,8.83M,0.60%
10/27/2021,206.61,212.85,212.9,205.64,14.76M,-1.53%
